id,snapshot_date,snapshot_batch,source_table,recorded_at,security,total_bid,total_ask,diff_percent,ppl_dominance,total_bid_splits,total_ask_splits,top_bid_qty,top_bid_price,current_bid_price,created_at
1017,2025-11-15,04,bid_vs_ask_2025_11_15_04,"2025-11-15 14:06:51",SIL.N0000,1500,1297,13.5333,-8.33,11,13,954,374,375,"2026-01-04 01:43:55"
1018,2025-11-15,04,bid_vs_ask_2025_11_15_04,"2025-11-15 14:06:51",CIC.X0000,1599836,1421602,11.1408,33.33,54,27,186669,27,27.2,"2026-01-04 01:43:55"
1019,2025-11-15,04,bid_vs_ask_2025_11_15_04,"2025-11-15 14:06:51",LHCL.N0000,86885,77250,11.0894,-51.11,11,34,5000,105,105,"2026-01-04 01:43:55"
1020,2025-11-15,04,bid_vs_ask_2025_11_15_04,"2025-11-15 14:06:51",SFIN.N0000,267359,246140,7.9365,-5,19,21,20547,63.5,64,"2026-01-04 01:43:55"
1021,2025-11-15,04,bid_vs_ask_2025_11_15_04,"2025-11-15 14:06:51",COOP.N0000,8609202,8065226,6.3185,11.63,120,95,3233332,4.6,4.8,"2026-01-04 01:43:55"
1022,2025-11-15,04,bid_vs_ask_2025_11_15_04,"2025-11-15 14:06:51",TJL.N0000,467093,437941,6.2412,58.82,54,14,53122,39,39.3,"2026-01-04 01:43:55"
1023,2025-11-15,04,bid_vs_ask_2025_11_15_04,"2025-11-15 14:06:51",RGEM.N0000,9916,9323,5.9802,-28.57,10,18,1200,101.25,105,"2026-01-04 01:43:55"
1024,2025-11-15,04,bid_vs_ask_2025_11_15_04,"2025-11-15 14:06:51",VONE.N0000,217694,211533,2.8301,0,23,23,8460,105,107.5,"2026-01-04 01:43:55"
1025,2025-11-15,04,bid_vs_ask_2025_11_15_04,"2025-11-15 14:06:51",PLC.N0000,810926,788346,2.7845,-13.73,22,29,110000,27.8,28.1,"2026-01-04 01:43:55"
1026,2025-11-15,04,bid_vs_ask_2025_11_15_04,"2025-11-15 14:06:51",DOCK.N0000,75274,73662,2.1415,-46.34,11,30,892,408,430,"2026-01-04 01:43:55"
1027,2025-11-15,04,bid_vs_ask_2025_11_15_04,"2025-11-15 14:06:51",UCAR.N0000,760,759,0.1316,0,11,11,125,1385,1424.25,"2026-01-04 01:43:55"
1028,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",NTB.X0000,3614,304,91.5883,13.04,13,10,1016,350,370,"2026-01-04 01:43:55"
1029,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",UCAR.N0000,786,214,72.7735,16.67,14,10,519,1424,1424.25,"2026-01-04 01:43:55"
1030,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",AGST.X0000,108135,32494,69.9505,3.23,16,15,50500,11.5,12.7,"2026-01-04 01:43:55"
1031,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",HASU.N0000,90413,32268,64.3104,-6.98,20,23,6103,114,117,"2026-01-04 01:43:55"
1032,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",AMF.N0000,486559,195425,59.8353,-16.28,18,25,7073,72,73.9,"2026-01-04 01:43:55"
1033,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",FCT.N0000,533336,217063,59.3009,54.2,101,30,94911,30.8,31,"2026-01-04 01:43:55"
1034,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",PKME.N0000,109104,47231,56.7101,2.78,37,35,61918,155.5,156.25,"2026-01-04 01:43:55"
1035,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",OFEQ.N0000,1300,587,54.8462,-4,12,13,1000,250,260,"2026-01-04 01:43:55"
1036,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",RGEM.N0000,10085,5026,50.1636,-7.69,18,21,2103,100,105,"2026-01-04 01:43:55"
1037,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",KAHA.N0000,68440,38050,44.4039,15.15,19,14,26500,21,22.2,"2026-01-04 01:43:55"
1038,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",GLAS.N0000,49208,27388,44.3424,-16.28,18,25,39914,58,58,"2026-01-04 01:43:55"
1039,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",NTB.N0000,144986,90033,37.9023,-7.32,19,22,5565,307.5,307.75,"2026-01-04 01:43:55"
1040,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",COMD.N0000,11105,7000,36.9653,-3.7,13,14,2207,264,273.25,"2026-01-04 01:43:55"
1041,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",HPFL.N0000,99736,63259,36.5736,10.77,36,29,25138,14.5,14.7,"2026-01-04 01:43:55"
1042,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",TRAN.N0000,29146,19765,32.1862,15.38,15,11,25000,54,60.3,"2026-01-04 01:43:55"
1043,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",RHL.N0000,218781,150958,31.0004,-7.32,19,22,6020,44.1,44.9,"2026-01-04 01:43:55"
1044,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",TJL.N0000,348476,247038,29.109,58.02,64,17,185300,37.5,38.4,"2026-01-04 01:43:55"
1045,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",HHL.N0000,796737,603673,24.2318,20.61,79,52,296926,35,35.2,"2026-01-04 01:43:55"
1046,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",AAF.N0000,194622,148496,23.7003,4.55,23,21,52500,55,56.1,"2026-01-04 01:43:55"
1047,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",CWM.N0000,7265,5639,22.3813,23.08,24,15,2005,126,129.5,"2026-01-04 01:43:55"
1048,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",JKL.N0000,11246,8988,20.0783,0,16,16,4620,80,83.5,"2026-01-04 01:43:55"
1049,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",NHL.N0000,498722,415748,16.6373,22.03,36,23,305510,10,11,"2026-01-04 01:43:55"
1050,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",CALH.N0000,902487,760616,15.72,48.39,138,48,270732,16.1,16.6,"2026-01-04 01:43:55"
1051,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",ALLI.N0000,12963,11135,14.1017,-18.75,13,19,5050,400,401,"2026-01-04 01:43:55"
1052,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",PARA.N0000,2010,1782,11.3433,-18.18,9,13,1000,125,150.5,"2026-01-04 01:43:55"
1053,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",HBS.N0000,1211366,1091722,9.8768,-4.67,51,56,121889,16.5,16.7,"2026-01-04 01:43:55"
1054,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",RPBH.N0000,4132,3760,9.0029,-4.76,10,11,1025,68.5,75,"2026-01-04 01:43:55"
1055,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",COOP.N0000,7417457,7080573,4.5418,17.87,155,108,3284682,4.6,4.7,"2026-01-04 01:43:55"
1056,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",LPL.X0000,159808,154648,3.2289,39.62,37,16,66775,11,11.3,"2026-01-04 01:43:55"
1057,2025-11-17,01,bid_vs_ask_2025_11_17_01,"2025-11-17 10:16:27",CARE.N0000,46485,45631,1.8372,14.29,16,12,66111,55,58.5,"2026-01-04 01:43:55"
1058,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",NTB.X0000,4838,349,92.7863,9.09,12,10,2000,365,368.75,"2026-01-04 01:43:55"
1059,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",AGST.X0000,108135,32494,69.9505,-6.25,15,17,50500,11.5,12.7,"2026-01-04 01:43:55"
1060,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",RFL.N0000,23263,8119,65.0991,5.88,18,16,12200,43.9,45.3,"2026-01-04 01:43:55"
1061,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",FCT.N0000,647023,244972,62.1386,56.64,112,31,97436,30.8,31.1,"2026-01-04 01:43:55"
1062,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",NTB.N0000,174733,74517,57.3538,-4.17,23,25,21050,307,309.25,"2026-01-04 01:43:55"
1063,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",AMF.N0000,495702,216886,56.2467,24.14,36,22,10980,73,73,"2026-01-04 01:43:55"
1064,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",CWM.N0000,9170,4129,54.9727,17.65,20,14,2005,126,130.25,"2026-01-04 01:43:55"
1065,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",OFEQ.N0000,1300,587,54.8462,-4,12,13,1000,250,260,"2026-01-04 01:43:55"
1066,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",AFSL.N0000,81670,39349,51.8195,0,12,12,4000,81.2,85.1,"2026-01-04 01:43:55"
1067,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",HASU.N0000,91257,45277,50.3852,-2.13,23,24,6103,114,115.25,"2026-01-04 01:43:55"
1068,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",KAHA.N0000,69065,37828,45.2284,26.83,26,15,27700,21,22.2,"2026-01-04 01:43:55"
1069,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",PKME.N0000,136458,76291,44.092,12.68,40,31,61918,155.5,157.25,"2026-01-04 01:43:55"
1070,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",TRAN.N0000,35156,20855,40.6787,17.24,17,12,25000,54,60.4,"2026-01-04 01:43:55"
1071,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",UAL.N0000,66037,39377,40.3713,31.43,23,12,50500,80.1,82.4,"2026-01-04 01:43:55"
1072,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",HPFL.N0000,99736,63259,36.5736,1.33,38,37,26638,14.5,14.7,"2026-01-04 01:43:55"
1073,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",CARE.N0000,72535,47516,34.4923,14.29,20,15,66111,55,58.5,"2026-01-04 01:43:55"
1074,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",AINS.N0000,19313,13485,30.1766,-15.38,11,15,16500,37.5,37.7,"2026-01-04 01:43:55"
1075,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",RHL.N0000,216083,153238,29.0837,-7.69,24,28,4020,44.1,45.1,"2026-01-04 01:43:55"
1076,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",UCAR.N0000,706,507,28.187,4.35,12,11,72,1405.5,1420,"2026-01-04 01:43:55"
1077,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",OSEA.N0000,341336,256720,24.7897,58.62,69,18,210333,40.5,40.8,"2026-01-04 01:43:55"
1078,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",CALH.N0000,999708,756652,24.3127,49.06,158,54,272732,16.1,16.8,"2026-01-04 01:43:55"
1079,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",SAMP.N0000,453828,362347,20.1576,82.31,402,39,111189,145,147,"2026-01-04 01:43:55"
1080,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",BRR.N0000,75028,63675,15.1317,23.08,24,15,5030,21.8,22.1,"2026-01-04 01:43:55"
1081,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",AAF.N0000,194519,170826,12.1803,14.81,31,23,52540,55,56,"2026-01-04 01:43:55"
1082,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",COMD.N0000,11220,9912,11.6578,7.14,15,13,2207,264,273,"2026-01-04 01:43:55"
1083,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",CIC.X0000,1076918,960444,10.8155,27.41,86,49,564376,27,27.1,"2026-01-04 01:43:55"
1084,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",NHL.N0000,543142,485240,10.6606,16.13,36,26,305510,10,10.8,"2026-01-04 01:43:55"
1085,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",PARA.N0000,1990,1780,10.5528,-13.04,10,13,1000,125,150,"2026-01-04 01:43:55"
1086,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",COOP.N0000,7693659,6950676,9.6571,21.94,189,121,3292432,4.6,4.8,"2026-01-04 01:43:55"
1087,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",ASHO.N0000,2161,1978,8.4683,-11.11,12,15,200,3800,3940,"2026-01-04 01:43:55"
1088,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",SDB.N0000,372287,344875,7.3631,-45,22,58,52500,63.5,64.5,"2026-01-04 01:43:55"
1089,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",SHL.N0000,1080749,1014886,6.0942,32.37,92,47,399428,6.5,6.8,"2026-01-04 01:43:55"
1090,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",VFIN.N0000,110552,104077,5.857,41.18,48,20,8697,112,112.5,"2026-01-04 01:43:55"
1091,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",HAPU.N0000,11795,11149,5.4769,8.11,20,17,5150,65,68,"2026-01-04 01:43:55"
1092,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",TJL.N0000,337490,322378,4.4778,77.94,121,15,190300,37.5,38.4,"2026-01-04 01:43:55"
1093,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",HDFC.N0000,827939,795370,3.9337,12,28,22,57502,70,70.3,"2026-01-04 01:43:55"
1094,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",PLR.N0000,1779865,1718718,3.4355,-19.05,34,50,21705,31.5,32.5,"2026-01-04 01:43:55"
1095,2025-11-17,02,bid_vs_ask_2025_11_17_02,"2025-11-17 11:55:33",RGEM.N0000,10745,10632,1.0517,-12.82,17,22,2076,104,105.75,"2026-01-04 01:43:55"
1096,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",NTB.X0000,4838,349,92.7863,13.04,13,10,2001,365,368.75,"2026-01-04 01:43:55"
1097,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",AGST.X0000,108135,32494,69.9505,-6.25,15,17,50500,11.5,12.7,"2026-01-04 01:43:55"
1098,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",RFL.N0000,23263,8119,65.0991,5.88,18,16,12200,43.9,45.3,"2026-01-04 01:43:55"
1099,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",FCT.N0000,597373,211599,64.5784,50.67,113,37,97436,30.8,31.1,"2026-01-04 01:43:55"
1100,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",AMF.N0000,492119,221262,55.0389,16.36,32,23,10980,73,73.2,"2026-01-04 01:43:55"
1101,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",OFEQ.N0000,1300,596,54.1538,-4,12,13,1000,250,260,"2026-01-04 01:43:55"
1102,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",NTB.N0000,170297,79152,53.5212,6.12,26,23,20300,307,308,"2026-01-04 01:43:55"
1103,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",AFSL.N0000,81645,40462,50.4415,-3.7,13,14,4000,81.2,85,"2026-01-04 01:43:55"
1104,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",HASU.N0000,91257,45277,50.3852,2.04,25,24,11103,114,115.25,"2026-01-04 01:43:55"
1105,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",MERC.N0000,848,427,49.6462,-4,12,13,52,8100,8172,"2026-01-04 01:43:55"
1106,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",CWM.N0000,9170,4679,48.9749,11.11,20,16,2005,126,130.25,"2026-01-04 01:43:55"
1107,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",KAHA.N0000,69065,37828,45.2284,33.33,30,15,27700,21,22.2,"2026-01-04 01:43:55"
1108,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",LOLC.N0000,75027,41404,44.8145,37.66,53,24,18088,555,555.25,"2026-01-04 01:43:55"
1109,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",UAL.N0000,71139,40482,43.0945,31.43,23,12,50500,80.1,82.4,"2026-01-04 01:43:55"
1110,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",PKME.N0000,138396,80511,41.8256,23.81,52,32,61918,155.5,157,"2026-01-04 01:43:55"
1111,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",TRAN.N0000,35156,20855,40.6787,17.24,17,12,25000,54,60.4,"2026-01-04 01:43:55"
1112,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",AAF.N0000,259042,163349,36.9411,22.81,35,22,52540,55,56.3,"2026-01-04 01:43:55"
1113,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",CARE.N0000,72535,47516,34.4923,16.67,21,15,66111,55,58.5,"2026-01-04 01:43:55"
1114,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",CALH.N0000,1201210,803151,33.1382,45.95,162,60,273132,16.1,16.8,"2026-01-04 01:43:55"
1115,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",AINS.N0000,19313,13485,30.1766,-14.29,12,16,16500,37.5,37.7,"2026-01-04 01:43:55"
1116,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",RHL.N0000,216083,153238,29.0837,-9.8,23,28,4020,44.1,45.2,"2026-01-04 01:43:55"
1117,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",UCAR.N0000,706,507,28.187,0,13,13,72,1405.5,1420,"2026-01-04 01:43:55"
1118,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",OSEA.N0000,341336,256720,24.7897,57.45,74,20,210333,40.5,40.8,"2026-01-04 01:43:55"
1119,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",AHUN.N0000,113175,91806,18.8814,70.73,70,12,93830,119,119.5,"2026-01-04 01:43:55"
1120,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",SAMP.N0000,458322,373338,18.5424,82.38,414,40,110895,145,146.75,"2026-01-04 01:43:55"
1121,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",NHL.N0000,545598,450240,17.4777,21.74,42,27,306010,10,10.9,"2026-01-04 01:43:55"
1122,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",BRR.N0000,75028,63675,15.1317,20,24,16,5030,21.8,22.1,"2026-01-04 01:43:55"
1123,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",SIL.N0000,1980,1747,11.7677,-3.03,16,17,900,374,376,"2026-01-04 01:43:55"
1124,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",COMD.N0000,11220,9912,11.6578,10.34,16,13,2207,264,273,"2026-01-04 01:43:55"
1125,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",PARA.N0000,1990,1780,10.5528,0,13,13,1000,125,151,"2026-01-04 01:43:55"
1126,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",COOP.N0000,7606734,6951675,8.6116,22.29,192,122,3292432,4.6,4.8,"2026-01-04 01:43:55"
1127,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",TJL.N0000,339531,314648,7.3286,79.31,130,15,190300,37.5,38.4,"2026-01-04 01:43:55"
1128,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",ASHO.N0000,2137,1983,7.2064,4.35,12,11,200,3800,3940,"2026-01-04 01:43:55"
1129,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",VFIN.N0000,111191,104021,6.4484,57.78,71,19,15865,110,112.25,"2026-01-04 01:43:55"
1130,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",CIC.X0000,1073833,1006194,6.2988,25.35,89,53,564376,27,27.1,"2026-01-04 01:43:55"
1131,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",HAPU.N0000,11795,11149,5.4769,8.11,20,17,5150,65,68,"2026-01-04 01:43:55"
1132,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",HDFC.N0000,825117,786507,4.6793,-11.11,24,30,58702,70,71,"2026-01-04 01:43:55"
1133,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",SHL.N0000,1070699,1040425,2.8275,31.94,95,49,397228,6.5,6.8,"2026-01-04 01:43:55"
1134,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",RGEM.N0000,10745,10632,1.0517,-20,16,24,2076,104,106,"2026-01-04 01:43:55"
1135,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",SDB.N0000,383224,380624,0.6785,-43.48,26,66,54623,64,64.6,"2026-01-04 01:43:55"
1136,2025-11-17,03,bid_vs_ask_2025_11_17_03,"2025-11-17 12:20:17",PLR.N0000,1769990,1766991,0.1694,-24.14,33,54,21705,31.5,32.6,"2026-01-04 01:43:55"
1137,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",NTB.X0000,4838,349,92.7863,13.04,13,10,2001,365,368.75,"2026-01-04 01:43:55"
1138,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",AGST.X0000,108135,32494,69.9505,-6.25,15,17,50500,11.5,12.7,"2026-01-04 01:43:55"
1139,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",RFL.N0000,23263,8119,65.0991,5.88,18,16,12200,43.9,45.3,"2026-01-04 01:43:55"
1140,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",FCT.N0000,597373,211599,64.5784,50.67,113,37,97436,30.8,31.1,"2026-01-04 01:43:55"
1141,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",AMF.N0000,492119,221262,55.0389,16.36,32,23,10980,73,73.2,"2026-01-04 01:43:55"
1142,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",OFEQ.N0000,1300,596,54.1538,-4,12,13,1000,250,260,"2026-01-04 01:43:55"
1143,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",NTB.N0000,170297,79152,53.5212,6.12,26,23,20300,307,308,"2026-01-04 01:43:55"
1144,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",AFSL.N0000,81645,40462,50.4415,-3.7,13,14,4000,81.2,85,"2026-01-04 01:43:55"
1145,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",HASU.N0000,91257,45277,50.3852,2.04,25,24,11103,114,115.25,"2026-01-04 01:43:55"
1146,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",MERC.N0000,848,427,49.6462,-4,12,13,52,8100,8172,"2026-01-04 01:43:55"
1147,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",CWM.N0000,9170,4679,48.9749,11.11,20,16,2005,126,130.25,"2026-01-04 01:43:55"
1148,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",KAHA.N0000,69065,37828,45.2284,33.33,30,15,27700,21,22.2,"2026-01-04 01:43:55"
1149,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",LOLC.N0000,75027,41404,44.8145,37.66,53,24,18088,555,555.25,"2026-01-04 01:43:55"
1150,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",UAL.N0000,71139,40482,43.0945,31.43,23,12,50500,80.1,82.4,"2026-01-04 01:43:55"
1151,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",PKME.N0000,138396,80511,41.8256,23.81,52,32,61918,155.5,157,"2026-01-04 01:43:55"
1152,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",TRAN.N0000,35156,20855,40.6787,17.24,17,12,25000,54,60.4,"2026-01-04 01:43:55"
1153,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",AAF.N0000,259042,163349,36.9411,22.81,35,22,52540,55,56.3,"2026-01-04 01:43:55"
1154,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",CARE.N0000,72535,47516,34.4923,16.67,21,15,66111,55,58.5,"2026-01-04 01:43:55"
1155,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",CALH.N0000,1201210,803151,33.1382,45.95,162,60,273132,16.1,16.8,"2026-01-04 01:43:55"
1156,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",AINS.N0000,19313,13485,30.1766,-14.29,12,16,16500,37.5,37.7,"2026-01-04 01:43:55"
1157,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",RHL.N0000,216083,153238,29.0837,-9.8,23,28,4020,44.1,45.2,"2026-01-04 01:43:55"
1158,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",UCAR.N0000,706,507,28.187,0,13,13,72,1405.5,1420,"2026-01-04 01:43:55"
1159,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",OSEA.N0000,341336,256720,24.7897,57.45,74,20,210333,40.5,40.8,"2026-01-04 01:43:55"
1160,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",AHUN.N0000,113175,91806,18.8814,70.73,70,12,93830,119,119.5,"2026-01-04 01:43:55"
1161,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",SAMP.N0000,458322,373338,18.5424,82.38,414,40,110895,145,146.75,"2026-01-04 01:43:55"
